id,name,salary,Increased_Salary
94995,Scott Gomez,949950000,1044945000.0000001
94996,Eugene Wagner,949960000,1044956000.0000001
94997,Charles Ayers,949970000,1044967000.0000001
94998,David Brewer,949980000,1044978000.0000001
94999,Philip Mckellar,949990000,1044989000.0000001
95000,Cortney Pickett,950000000,1045000000.0000001
95001,Beth Wu,950010000,1045011000.0000001
95002,William Hartzell,950020000,1045022000.0000001
95003,Shirley James,950030000,1045033000.0000001
95004,Victor Bowman,950040000,1045044000.0000001
95005,Richard Bridges,950050000,1045055000.0000001
95006,Robert Hudson,950060000,1045066000.0000001
95007,Kimberly Sonnier,950070000,1045077000.0000001
95008,Margaret Mcdaniel,950080000,1045088000.0000001
95009,Geraldo Read,950090000,1045099000.0000001
95010,Kathlyn Wright,950100000,1045110000.0000001
95011,Carmen Woodruff,950110000,1045121000.0000001
95012,Candy Barker,950120000,1045132000.0000001
95013,Richard Osborn,950130000,1045143000.0000001
95014,Jo Adams,950140000,1045154000.0000001
95015,Charles Marx,950150000,1045165000.0000001
95016,Carleen Manning,950160000,1045176000.0000001
95017,Walter Thompson,950170000,1045187000.0000001
95018,Tracy Rael,950180000,1045198000.0000001
95019,Ryan Mclaughlin,950190000,1045209000.0000001
95020,Michele Jimenez,950200000,1045220000.0000001
95021,Leah Burnett,950210000,1045231000.0000001
95022,Jill Cabrera,950220000,1045242000.0000001
95023,Bradley Bohn,950230000,1045253000.0000001
95024,Barbara Bastian,950240000,1045264000.0000001
95025,Patricia Beal,950250000,1045275000.0000001
95026,Joseph Mead,950260000,1045286000.0000001
95027,Sarah Rowland,950270000,1045297000.0000001
95028,Darren Long,950280000,1045308000.0000001
95029,Elizabeth Sears,950290000,1045319000.0000001
95030,Fannie Woods,950300000,1045330000.0000001
95031,Anthony Davis,950310000,1045341000.0000001
95032,Keith Graham,950320000,1045352000.0000001
95033,Ellen Shaw,950330000,1045363000.0000001
95034,Sarah Hruska,950340000,1045374000.0000001
95035,Timothy Rost,950350000,1045385000.0000001
95036,Sara Matos,950360000,1045396000.0000001
95037,David Frazier,950370000,1045407000.0000001
95038,Melissa Michel,950380000,1045418000.0000001
95039,Alexander Lee,950390000,1045429000.0000001
95040,Rosemary Lewis,950400000,1045440000.0000001
95041,May Koetter,950410000,1045451000.0000001
95042,Jeannette Prather,950420000,1045462000.0000001
95043,Carl Bernard,950430000,1045473000.0000001
95044,Amy Beck,950440000,1045484000.0000001
95045,Kevin Wright,950450000,1045495000.0000001
95046,Stanley Wilkins,950460000,1045506000.0000001
95047,Andrew Hernandez,950470000,1045517000.0000001
95048,David Shininger,950480000,1045528000.0000001
95049,Catherine Pettie,950490000,1045539000.0000001
95050,Leonard Bartlett,950500000,1045550000.0000001
95051,John Reeves,950510000,1045561000.0000001
95052,James Delucia,950520000,1045572000.0000001
95053,Margaret Densmore,950530000,1045583000.0000001
95054,Frank Crowder,950540000,1045594000.0000001
95055,Hannah Long,950550000,1045605000.0000001
95056,Rodney Padilla,950560000,1045616000.0000001
95057,Peter Smith,950570000,1045627000.0000001
95058,Carmela Romero,950580000,1045638000.0000001
95059,Donald Jacobs,950590000,1045649000.0000001
95060,John Burditt,950600000,1045660000.0000001
95061,Karen Watts,950610000,1045671000.0000001
95062,Patrice Travis,950620000,1045682000.0000001
95063,Donald Wentz,950630000,1045693000.0000001
95064,Shirley Gonzalez,950640000,1045704000.0000001
95065,Mistie Birdsong,950650000,1045715000.0000001
95066,Randy Hall,950660000,1045726000.0000001
95067,Shirley Collins,950670000,1045737000.0000001
95068,Shu Reid,950680000,1045748000.0000001
95069,Vera Kittrell,950690000,1045759000.0000001
95070,Leslie Johnson,950700000,1045770000.0000001
95071,Roy Libengood,950710000,1045781000.0000001
95072,James Huppert,950720000,1045792000.0000001
95073,Racquel Posey,950730000,1045803000.0000001
95074,Johnny Ramos,950740000,1045814000.0000001
95075,Charles Masters,950750000,1045825000.0000001
95076,Daryl Schultz,950760000,1045836000.0000001
95077,Matthew Gunn,950770000,1045847000.0000001
95078,Stacy Ware,950780000,1045858000.0000001
95079,Lillian Brown,950790000,1045869000.0000001
95080,Gladys Hillman,950800000,1045880000.0000001
95081,Paul Snowden,950810000,1045891000.0000001
95082,Julie Pring,950820000,1045902000.0000001
95083,Christopher Copeland,950830000,1045913000.0000001
95084,Merlyn Blanchard,950840000,1045924000.0000001
95085,Charles Schmidt,950850000,1045935000.0000001
95086,Janell Palencia,950860000,1045946000.0000001
95087,Georgia Morgan,950870000,1045957000.0000001
95088,Fernando Pilon,950880000,1045968000.0000001
95089,Barbara Valentine,950890000,1045979000.0000001
95090,Dawn Holt,950900000,1045990000.0000001
95091,Jayson Davis,950910000,1046001000.0000001
95092,Anna Dorado,950920000,1046012000.0000001
95093,Arlene Aaron,950930000,1046023000.0000001
95094,Kimberly Anderson,950940000,1046034000.0000001
95095,Allison Francis,950950000,1046045000.0000001
95096,Christina Westphal,950960000,1046056000.0000001
95097,Rick Grant,950970000,1046067000.0000001
95098,Joanne Ruiz,950980000,1046078000.0000001
95099,Wendy Welch,950990000,1046089000.0000001
95100,Edith Gonzales,951000000,1046100000.0000001
95101,Eugene Keller,951010000,1046111000.0000001
95102,Cathy Runyon,951020000,1046122000.0000001
95103,Ronald Martin,951030000,1046133000.0000001
95104,Clara Hood,951040000,1046144000.0000001
95105,Dorothy Noll,951050000,1046155000.0000001
95106,Chasity Dickinson,951060000,1046166000.0000001
95107,Vincent Linker,951070000,1046177000.0000001
95108,Eva Sylvia,951080000,1046188000.0000001
95109,Jose Adcock,951090000,1046199000.0000001
95110,Teresa Guilford,951100000,1046210000.0000001
95111,Darren Conner,951110000,1046221000.0000001
95112,Paul Mcallister,951120000,1046232000.0000001
95113,Natasha Mecham,951130000,1046243000.0000001
95114,Frank Reyolds,951140000,1046254000.0000001
95115,Patrick Nelson,951150000,1046265000.0000001
95116,Maurice Jimenez,951160000,1046276000.0000001
95117,Paul Audirsch,951170000,1046287000.0000001
95118,Christopher Radosevich,951180000,1046298000.0000001
95119,Travis Gaines,951190000,1046309000.0000001
95120,David Jackson,951200000,1046320000.0000001
95121,Diana Kradel,951210000,1046331000.0000001
95122,Alice Beesley,951220000,1046342000.0000001
95123,Anna Richard,951230000,1046353000.0000001
95124,Matthew Hansen,951240000,1046364000.0000001
95125,Irma Kilpatrick,951250000,1046375000.0000001
95126,Micah Williams,951260000,1046386000.0000001
95127,Karen Ellis,951270000,1046397000.0000001
95128,Patricia Hill,951280000,1046408000.0000001
95129,Darrell Cardero,951290000,1046419000.0000001
95130,Luis Brooks,951300000,1046430000.0000001
95131,Anna Barnhart,951310000,1046441000.0000001
95132,Crystal Scott,951320000,1046452000.0000001
95133,Christine Reffitt,951330000,1046463000.0000001
95134,Claire Tucci,951340000,1046474000.0000001
95135,Susan Ray,951350000,1046485000.0000001
95136,Karen Ochoa,951360000,1046496000.0000001
95137,Frederick Maxwell,951370000,1046507000.0000001
95138,Lester Smith,951380000,1046518000.0000001
95139,Janet Flores,951390000,1046529000.0000001
95140,Star Wong,951400000,1046540000.0000001
95141,Katherine Sanders,951410000,1046551000.0000001
95142,Richard Osborne,951420000,1046562000.0000001
95143,Bobbi Stilwell,951430000,1046573000.0000001
95144,Rafael Wilson,951440000,1046584000.0000001
95145,Filomena Blakey,951450000,1046595000.0000001
95146,Mary Ozley,951460000,1046606000.0000001
95147,Leslie Wynn,951470000,1046617000.0000001
95148,Ryan Smith,951480000,1046628000.0000001
95149,Arlene Garcia,951490000,1046639000.0000001
95150,Robin Fletcher,951500000,1046650000.0000001
95151,Nancy Shoemaker,951510000,1046661000.0000001
95152,Michael Cornett,951520000,1046672000.0000001
95153,Vera Part,951530000,1046683000.0000001
95154,Joshua Stephens,951540000,1046694000.0000001
95155,Barbara Williams,951550000,1046705000.0000001
95156,Janet Jones,951560000,1046716000.0000001
95157,Jesse Aiello,951570000,1046727000.0000001
95158,Alex Bradley,951580000,1046738000.0000001
95159,Raymond Tyndall,951590000,1046749000.0000001
95160,Tina Hughes,951600000,1046760000.0000001
95161,Alexandra Brown,951610000,1046771000.0000001
95162,Bertha Stewart,951620000,1046782000.0000001
95163,Estella Monte,951630000,1046793000.0000001
95164,Michelle Craft,951640000,1046804000.0000001
95165,Arlene Price,951650000,1046815000.0000001
95166,Brittany Evans,951660000,1046826000.0000001
95167,Gregory Hamilton,951670000,1046837000.0000001
95168,Julia Campbell,951680000,1046848000.0000001
95169,Ted Evans,951690000,1046859000.0000001
95170,Dominic Balla,951700000,1046870000.0000001
95171,Annette Kwong,951710000,1046881000.0000001
95172,Stacey Nest,951720000,1046892000.0000001
95173,James Imel,951730000,1046903000.0000001
95174,Larry Hulsey,951740000,1046914000.0000001
95175,Mary Little,951750000,1046925000.0000001
95176,Rose Wood,951760000,1046936000.0000001
95177,Arron Maynard,951770000,1046947000.0000001
95178,Ronald Oh,951780000,1046958000.0000001
95179,Charles Anderson,951790000,1046969000.0000001
95180,Pauline Shaw,951800000,1046980000.0000001
95181,David Powers,951810000,1046991000.0000001
95182,Amy Lundholm,951820000,1047002000.0000001
95183,Jane Corley,951830000,1047013000.0000001
95184,Michael Mims,951840000,1047024000.0000001
95185,Rosaline Propps,951850000,1047035000.0000001
95186,Karen Tinker,951860000,1047046000.0000001
95187,Gerald Juarbe,951870000,1047057000.0000001
95188,Scott Malick,951880000,1047068000.0000001
95189,Phil Sanez,951890000,1047079000.0000001
95190,Richard Galloway,951900000,1047090000.0000001
95191,Esther Shackett,951910000,1047101000.0000001
95192,Johnny Clymer,951920000,1047112000.0000001
95193,Ralph Reed,951930000,1047123000.0000001
95194,Kelly Linkous,951940000,1047134000.0000001
95195,Virgil Briggs,951950000,1047145000.0000001
95196,Susan Jones,951960000,1047156000.0000001
95197,Walter Mccormack,951970000,1047167000.0000001
95198,Jennifer Parker,951980000,1047178000.0000001
95199,Casey Horn,951990000,1047189000.0000001
95200,David Donahue,952000000,1047200000.0000001
95201,David Elmer,952010000,1047211000.0000001
95202,Andrea Marks,952020000,1047222000.0000001
95203,Donald Harris,952030000,1047233000.0000001
95204,Dorothy Tompkins,952040000,1047244000.0000001
95205,Brian Lorenzen,952050000,1047255000.0000001
95206,Don Mclaughlin,952060000,1047266000.0000001
95207,James Hartman,952070000,1047277000.0000001
95208,James Merrill,952080000,1047288000.0000001
95209,Joe Lopez,952090000,1047299000.0000001
95210,Julio Wharton,952100000,1047310000.0000001
95211,William Jackson,952110000,1047321000.0000001
95212,Helen Wilkerson,952120000,1047332000.0000001
95213,Doris Nelson,952130000,1047343000.0000001
95214,Terri Leighton,952140000,1047354000.0000001
95215,John Milner,952150000,1047365000.0000001
95216,John Householder,952160000,1047376000.0000001
95217,Gina Fry,952170000,1047387000.0000001
95218,Noe Early,952180000,1047398000.0000001
95219,Christopher Martin,952190000,1047409000.0000001
95220,Jess Page,952200000,1047420000.0000001
95221,Bob Champion,952210000,1047431000.0000001
95222,William Davis,952220000,1047442000.0000001
95223,Lindsey Powell,952230000,1047453000.0000001
95224,Olivia Smith,952240000,1047464000.0000001
95225,Kenneth Thomas,952250000,1047475000.0000001
95226,William Hamilton,952260000,1047486000.0000001
95227,Lori Peavy,952270000,1047497000.0000001
95228,Leslie Byrd,952280000,1047508000.0000001
95229,Teresa Ramos,952290000,1047519000.0000001
95230,Jerry Miller,952300000,1047530000.0000001
95231,Jennie Armstrong,952310000,1047541000.0000001
95232,Angelo Cohen,952320000,1047552000.0000001
95233,Ruby Abreu,952330000,1047563000.0000001
95234,James Vogel,952340000,1047574000.0000001
95235,Richard Keith,952350000,1047585000.0000001
95236,Melissa Guthrie,952360000,1047596000.0000001
95237,Angelica Hensley,952370000,1047607000.0000001
95238,Henry Campbell,952380000,1047618000.0000001
95239,Gilbert Lopez,952390000,1047629000.0000001
95240,Lois Allen,952400000,1047640000.0000001
95241,Ralph Sandoval,952410000,1047651000.0000001
95242,Danny Kutch,952420000,1047662000.0000001
95243,Jane Kindred,952430000,1047673000.0000001
95244,Laura Hawkins,952440000,1047684000.0000001
95245,Larry Rangel,952450000,1047695000.0000001
95246,Latoya Carr,952460000,1047706000.0000001
95247,John Parsons,952470000,1047717000.0000001
95248,Pedro Schnell,952480000,1047728000.0000001
95249,Lesley Zelinsky,952490000,1047739000.0000001
95250,Bradley Roorda,952500000,1047750000.0000001
95251,Vernon Solomon,952510000,1047761000.0000001
95252,Sharla Beckman,952520000,1047772000.0000001
95253,Lee Smith,952530000,1047783000.0000001
95254,Karen Meaker,952540000,1047794000.0000001
95255,Tarah Singh,952550000,1047805000.0000001
95256,Natosha Fino,952560000,1047816000.0000001
95257,Joanne Rankin,952570000,1047827000.0000001
95258,Diana Evans,952580000,1047838000.0000001
95259,Eric Rowe,952590000,1047849000.0000001
95260,Elizabeth Vanwoert,952600000,1047860000.0000001
95261,Jimmy Garnett,952610000,1047871000.0000001
95262,Dustin Adler,952620000,1047882000.0000001
95263,Anna Collette,952630000,1047893000.0000001
95264,Robert Michaux,952640000,1047904000.0000001
95265,Jaclyn Labruzzo,952650000,1047915000.0000001
95266,Raymond Nevarez,952660000,1047926000.0000001
95267,Jimmie Gonzalez,952670000,1047937000.0000001
95268,Ashley Davis,952680000,1047948000.0000001
95269,Kenneth Quigley,952690000,1047959000.0000001
95270,Robert Haddad,952700000,1047970000.0000001
95271,Russell Wurdeman,952710000,1047981000.0000001
95272,Mary Mckenna,952720000,1047992000.0000001
95273,Ann Lisonbee,952730000,1048003000.0000001
95274,Pedro Williams,952740000,1048014000.0000001
95275,Edna Meiners,952750000,1048025000.0000001
95276,Don Baker,952760000,1048036000.0000001
95277,Raymond Lavoie,952770000,1048047000.0000001
95278,Wendy Hof,952780000,1048058000.0000001
95279,Crystal Therrien,952790000,1048069000.0000001
95280,Sarah Allen,952800000,1048080000.0000001
95281,Bridget Farias,952810000,1048091000.0000001
95282,Karen Powers,952820000,1048102000.0000001
95283,Marie Rios,952830000,1048113000.0000001
95284,Marshall Spinks,952840000,1048124000.0000001
95285,Melinda Maskell,952850000,1048135000.0000001
95286,Charlotte Smith,952860000,1048146000.0000001
95287,Jessica Brown,952870000,1048157000.0000001
95288,Joseph Flores,952880000,1048168000.0000001
95289,Monique Northrop,952890000,1048179000.0000001
95290,Donald Rivera,952900000,1048190000.0000001
95291,Richard Huckaby,952910000,1048201000.0000001
95292,Cynthia Kubica,952920000,1048212000.0000001
95293,Craig Tynes,952930000,1048223000.0000001
95294,Marie Abraham,952940000,1048234000.0000001
95295,Monica Cole,952950000,1048245000.0000001
95296,Kristin Fenner,952960000,1048256000.0000001
95297,Michael Harris,952970000,1048267000.0000001
95298,Casimira Mason,952980000,1048278000.0000001
95299,Robin Ortega,952990000,1048289000.0000001
95300,Lester Little,953000000,1048300000.0000001
95301,Robert Taylor,953010000,1048311000.0000001
95302,Bruce Epps,953020000,1048322000.0000001
95303,Antonia Ferguson,953030000,1048333000.0000001
95304,Jill Sullivan,953040000,1048344000.0000001
95305,Felicia Anderson,953050000,1048355000.0000001
95306,Fernando Uresti,953060000,1048366000.0000001
95307,Steve Tooley,953070000,1048377000.0000001
95308,Pamela Gordon,953080000,1048388000.0000001
95309,Donna Stratton,953090000,1048399000.0000001
95310,Ivette Wetzel,953100000,1048410000.0000001
95311,Mary Lawson,953110000,1048421000.0000001
95312,Robin Ouellette,953120000,1048432000.0000001
95313,Sarah Hagens,953130000,1048443000.0000001
95314,Henry Easterling,953140000,1048454000.0000001
95315,Jacqueline Gurule,953150000,1048465000.0000001
95316,Charles Owens,953160000,1048476000.0000001
95317,June Sigler,953170000,1048487000.0000001
95318,Alejandra Jackson,953180000,1048498000.0000001
95319,Michael Mcmillan,953190000,1048509000.0000001
95320,Andrew Daniels,953200000,1048520000.0000001
95321,Susan Lillibridge,953210000,1048531000.0000001
95322,Ben Ford,953220000,1048542000.0000001
95323,Walter Padgett,953230000,1048553000.0000001
95324,Jay Zellers,953240000,1048564000.0000001
95325,Jim Johnson,953250000,1048575000.0000001
95326,Helen Monk,953260000,1048586000.0000001
95327,Laura Morris,953270000,1048597000.0000001
95328,Walter Ratliff,953280000,1048608000.0000001
95329,Norma Rogers,953290000,1048619000.0000001
95330,Willie Farr,953300000,1048630000.0000001
95331,Debra Masterson,953310000,1048641000.0000001
95332,Candy Pekarek,953320000,1048652000.0000001
95333,Bryan Snow,953330000,1048663000.0000001
95334,Carl Zambrano,953340000,1048674000.0000001
95335,Henry Breckenridge,953350000,1048685000.0000001
95336,Maryellen Graham,953360000,1048696000.0000001
95337,Holly White,953370000,1048707000.0000001
95338,Rachel Costanzo,953380000,1048718000.0000001
95339,Debbi Kiehl,953390000,1048729000.0000001
95340,Grace Wasinger,953400000,1048740000.0000001
95341,Donald Jordan,953410000,1048751000.0000001
95342,Clifton Spell,953420000,1048762000.0000001
95343,Jason Smith,953430000,1048773000.0000001
95344,Curtis Savini,953440000,1048784000.0000001
95345,Arlene Anderson,953450000,1048795000.0000001
95346,Roy Bez,953460000,1048806000.0000001
95347,Marshall Harmon,953470000,1048817000.0000001
95348,Veronica Everson,953480000,1048828000.0000001
95349,Sharon Mascarenas,953490000,1048839000.0000001
95350,Bennie Manzano,953500000,1048850000.0000001
95351,Alejandro Jackson,953510000,1048861000.0000001
95352,Jimmie Garofalo,953520000,1048872000.0000001
95353,Melva Felton,953530000,1048883000.0000001
95354,Tony Bell,953540000,1048894000.0000001
95355,Sterling Joseph,953550000,1048905000.0000001
95356,Nancy Pruitt,953560000,1048916000.0000001
95357,Kristin Reeve,953570000,1048927000.0000001
95358,Margery Edwards,953580000,1048938000.0000001
95359,Donita Segars,953590000,1048949000.0000001
95360,Larry Benson,953600000,1048960000.0000001
95361,Charlotte Bratton,953610000,1048971000.0000001
95362,William Christiansen,953620000,1048982000.0000001
95363,Jesse Speck,953630000,1048993000.0000001
95364,Celia Pond,953640000,1049004000.0000001
95365,George Hagen,953650000,1049015000.0000001
95366,Stephanie Lobur,953660000,1049026000.0000001
95367,Lorrie Gullett,953670000,1049037000.0000001
95368,Danielle Bennett,953680000,1049048000.0000001
95369,Megan Perry,953690000,1049059000.0000001
95370,Michelle Olive,953700000,1049070000.0000001
95371,Edward Vignola,953710000,1049081000.0000001
95372,Gary Carter,953720000,1049092000.0000001
95373,Twila Lindsay,953730000,1049103000.0000001
95374,Doreen Tharrington,953740000,1049114000.0000001
95375,Gearldine Baldwin,953750000,1049125000.0000001
95376,Dyan Ramos,953760000,1049136000.0000001
95377,Nancy Adams,953770000,1049147000.0000001
95378,Geraldine Wilcox,953780000,1049158000.0000001
95379,Nena Taylor,953790000,1049169000.0000001
95380,Patricia Miller,953800000,1049180000.0000001
95381,Kenneth Tidwell,953810000,1049191000.0000001
95382,Branden Crawford,953820000,1049202000.0000001
95383,Mildred Marks,953830000,1049213000.0000001
95384,Anna Cuevas,953840000,1049224000.0000001
95385,Charles Garcia,953850000,1049235000.0000001
95386,Grace Baerga,953860000,1049246000.0000001
95387,Travis White,953870000,1049257000.0000001
95388,Michael Boyd,953880000,1049268000.0000001
95389,Laura Cotman,953890000,1049279000.0000001
95390,Richard Ferra,953900000,1049290000.0000001
95391,Teresa Epps,953910000,1049301000.0000001
95392,Lois Walker,953920000,1049312000.0000001
95393,Anita Franks,953930000,1049323000.0000001
95394,Michael Flach,953940000,1049334000.0000001
95395,Ella Edwards,953950000,1049345000.0000001
95396,Ronald Brown,953960000,1049356000.0000001
95397,Jody Moore,953970000,1049367000.0000001
95398,Bruce Smith,953980000,1049378000.0000001
95399,Janet Carmichael,953990000,1049389000.0000001
95400,Bruno Ellison,954000000,1049400000.0000001
95401,Justin Turner,954010000,1049411000.0000001
95402,Eleanor Nettles,954020000,1049422000.0000001
95403,Don Craig,954030000,1049433000.0000001
95404,Cynthia Hathaway,954040000,1049444000.0000001
95405,Frank Hall,954050000,1049455000.0000001
95406,James Smith,954060000,1049466000.0000001
95407,Cyndy Steitz,954070000,1049477000.0000001
95408,Cassandra Daniels,954080000,1049488000.0000001
95409,James Robinson,954090000,1049499000.0000001
95410,Ada Catoe,954100000,1049510000.0000001
95411,James Cobb,954110000,1049521000.0000001
95412,Kevin Megown,954120000,1049532000.0000001
95413,Margaret Yankey,954130000,1049543000.0000001
95414,Jeffrey Rodriguez,954140000,1049554000.0000001
95415,Kathleen Salazar,954150000,1049565000.0000001
95416,William Sherrer,954160000,1049576000.0000001
95417,Bernard Zielinski,954170000,1049587000.0000001
95418,William Curry,954180000,1049598000.0000001
95419,John Enoch,954190000,1049609000.0000001
95420,Peggy Sullivan,954200000,1049620000.0000001
95421,John Pauley,954210000,1049631000.0000001
95422,Jim Johnson,954220000,1049642000.0000001
95423,Martin Maldonado,954230000,1049653000.0000001
95424,Brenda Iturbe,954240000,1049664000.0000001
95425,Pearline Faucette,954250000,1049675000.0000001
95426,Willie Fujimoto,954260000,1049686000.0000001
95427,Kim Combs,954270000,1049697000.0000001
95428,Henry Burch,954280000,1049708000.0000001
95429,Jess Kinnear,954290000,1049719000.0000001
95430,Alejandro Floyd,954300000,1049730000.0000001
95431,Seth Wagoner,954310000,1049741000.0000001
95432,Leah Hoffman,954320000,1049752000.0000001
95433,Lydia Harper,954330000,1049763000.0000001
95434,Deana Moreta,954340000,1049774000.0000001
95435,Damon Derouen,954350000,1049785000.0000001
95436,Emil Ingram,954360000,1049796000.0000001
95437,Anna Thornton,954370000,1049807000.0000001
95438,Christa Knight,954380000,1049818000.0000001
95439,Jane Lawrence,954390000,1049829000.0000001
95440,Andrew Clifford,954400000,1049840000.0000001
95441,Margaret Long,954410000,1049851000.0000001
95442,Peter Murray,954420000,1049862000.0000001
95443,Linda Good,954430000,1049873000.0000001
95444,David Palmer,954440000,1049884000.0000001
95445,Kelli Levy,954450000,1049895000.0000001
95446,Dana Mcneil,954460000,1049906000.0000001
95447,Billy Keil,954470000,1049917000.0000001
95448,Anthony Woods,954480000,1049928000.0000001
95449,Dolores Criger,954490000,1049939000.0000001
95450,Helena Morrison,954500000,1049950000.0000001
95451,Travis Avila,954510000,1049961000.0000001
95452,Bernice Waddell,954520000,1049972000.0000001
95453,Wayne Woods,954530000,1049983000.0000001
95454,Joseph Smith,954540000,1049994000.0000001
95455,Edna Oliveira,954550000,1050005000.0000001
95456,David Mendez,954560000,1050016000.0000001
95457,William Davis,954570000,1050027000.0000001
95458,Lynn Mathews,954580000,1050038000.0000001
95459,Nisha Green,954590000,1050049000.0000001
95460,Becky Damron,954600000,1050060000.0000001
95461,Jeanette Hawks,954610000,1050071000.0000001
95462,Karen Knott,954620000,1050082000.0000001
95463,Luke Kim,954630000,1050093000.0000001
95464,Jonathan Aponte,954640000,1050104000.0000001
95465,Carl Simpson,954650000,1050115000.0000001
95466,Harris Mcchriston,954660000,1050126000.0000001
95467,Willie Abney,954670000,1050137000.0000001
95468,Joaquin Patterson,954680000,1050148000.0000001
95469,Michael Sanders,954690000,1050159000.0000001
95470,John Vaughn,954700000,1050170000.0000001
95471,Kevin Wesley,954710000,1050181000.0000001
95472,Jeffery Thompson,954720000,1050192000.0000001
95473,Adela Olivas,954730000,1050203000.0000001
95474,Pamela Mcguire,954740000,1050214000.0000001
95475,Sandra Ross,954750000,1050225000.0000001
95476,Matthew Huslander,954760000,1050236000.0000001
95477,Michael Turner,954770000,1050247000.0000001
95478,Gordon Rodriguez,954780000,1050258000.0000001
95479,Patricia Adams,954790000,1050269000.0000001
95480,Lemuel Kann,954800000,1050280000.0000001
95481,Patricia Fields,954810000,1050291000.0000001
95482,Nicholas Milligan,954820000,1050302000.0000001
95483,Henrietta Eckman,954830000,1050313000.0000001
95484,Meredith Webster,954840000,1050324000.0000001
95485,Hollie Proctor,954850000,1050335000.0000001
95486,Edward Hector,954860000,1050346000.0000001
95487,Ronald Knight,954870000,1050357000.0000001
95488,Johnny Scipio,954880000,1050368000.0000001
95489,Ricky Mefford,954890000,1050379000.0000001
95490,Thomas Brown,954900000,1050390000.0000001
95491,Susie Rentfro,954910000,1050401000.0000001
95492,Phyllis Heintz,954920000,1050412000.0000001
95493,Ella Mcdougald,954930000,1050423000.0000001
95494,Max Collins,954940000,1050434000.0000001
95495,Kellie Ruic,954950000,1050445000.0000001
95496,Daniel Favreau,954960000,1050456000.0000001
95497,Alma Chamberlain,954970000,1050467000.0000001
95498,Joan Lewis,954980000,1050478000.0000001
95499,Paul Keith,954990000,1050489000.0000001
95500,Jack Bartlett,955000000,1050500000.0000001
95501,Charles Pineda,955010000,1050511000.0000001
95502,Samuel Owens,955020000,1050522000.0000001
95503,Deanne Pierce,955030000,1050533000.0000001
95504,Joann Brown,955040000,1050544000.0000001
95505,Elizabeth Duggan,955050000,1050555000.0000001
95506,Tamara Waggoner,955060000,1050566000.0000001
95507,Noemi Thomas,955070000,1050577000.0000001
95508,Dorothy Martinez,955080000,1050588000.0000001
95509,Tony Schmidt,955090000,1050599000.0000001
95510,Jessie Jackson,955100000,1050610000.0000001
95511,James Klein,955110000,1050621000.0000001
95512,Anne Ramirez,955120000,1050632000.0000001
95513,Pamela Harrison,955130000,1050643000.0000001
95514,Guillermo Rice,955140000,1050654000.0000001
95515,Pamela Diggs,955150000,1050665000.0000001
95516,Nilda Bartel,955160000,1050676000.0000001
95517,Alma Kirkley,955170000,1050687000.0000001
95518,Edward Stiffler,955180000,1050698000.0000001
95519,Alberta Mogan,955190000,1050709000.0000001
95520,Donald Perez,955200000,1050720000.0000001
95521,Kendall Esposito,955210000,1050731000.0000001
95522,Jeffrey Jones,955220000,1050742000.0000001
95523,James Perino,955230000,1050753000.0000001
95524,Willie Sembler,955240000,1050764000.0000001
95525,Myrna Greene,955250000,1050775000.0000001
95526,Jamaal Moulton,955260000,1050786000.0000001
95527,Chelsea Turner,955270000,1050797000.0000001
95528,Lou Arvizu,955280000,1050808000.0000001
95529,Charles Tanner,955290000,1050819000.0000001
95530,Corazon Mcgwin,955300000,1050830000.0000001
95531,Carol Shelton,955310000,1050841000.0000001
95532,Renee Callahan,955320000,1050852000.0000001
95533,Anthony Higa,955330000,1050863000.0000001
95534,Margaret Paul,955340000,1050874000.0000001
95535,Herbert Torres,955350000,1050885000.0000001
95536,Johanna Walker,955360000,1050896000.0000001
95537,Patricia Iturbe,955370000,1050907000.0000001
95538,Florence Webb,955380000,1050918000.0000001
95539,Angela Volker,955390000,1050929000.0000001
95540,Jane Austin,955400000,1050940000.0000001
95541,June Mitchell,955410000,1050951000.0000001
95542,Roderick Seats,955420000,1050962000.0000001
95543,Nancy Lynch,955430000,1050973000.0000001
95544,Carlos Fox,955440000,1050984000.0000001
95545,Matthew Douglas,955450000,1050995000.0000001
95546,Micheal Brandenburg,955460000,1051006000.0000001
95547,Debbie Swinson,955470000,1051017000.0000001
95548,Danielle Smith,955480000,1051028000.0000001
95549,Juanita Schroeder,955490000,1051039000.0000001
95550,Anthony Rangel,955500000,1051050000.0000001
95551,Bernard Tinney,955510000,1051061000.0000001
95552,Milton Akins,955520000,1051072000.0000001
95553,Dorothy Lee,955530000,1051083000.0000001
95554,Jerry Metzger,955540000,1051094000.0000001
95555,Oswaldo Gregson,955550000,1051105000.0000001
95556,Gloria Walker,955560000,1051116000.0000001
95557,Steve Manser,955570000,1051127000.0000001
95558,Sherry Baltodano,955580000,1051138000.0000001
95559,Thomas Aguinaldo,955590000,1051149000.0000001
95560,Elizabeth Meador,955600000,1051160000.0000001
95561,Mark Turner,955610000,1051171000.0000001
95562,Tamiko Dabbs,955620000,1051182000.0000001
95563,Cedric Suarez,955630000,1051193000.0000001
95564,Mark Kreisher,955640000,1051204000.0000001
95565,Nicholas Carman,955650000,1051215000.0000001
95566,Stephen Sixkiller,955660000,1051226000.0000001
95567,Betty Cowley,955670000,1051237000.0000001
95568,Dominique Manning,955680000,1051248000.0000001
